user_id,event_type,product_id,amount,date,time
U0163,page_view,P013,1477.68,2023-06-06,12:58:00
U0134,profile_update,P024,262.58,2023-06-03,07:13:00
U0224,profile_update,P012,571.85,2023-06-05,20:37:00
U0192,add_to_cart,P010,2433.51,2023-06-04,16:11:00
U0255,search,P018,1769.62,2023-06-02,01:54:00
U0017,search,P019,2333.77,2023-06-04,21:00:00
U0097,page_view,P024,2546.29,2023-06-01,20:57:00
U0391,logout,P014,2320.57,2023-06-04,19:24:00
U0300,page_view,P005,2162.53,2023-06-01,19:08:00
U0173,wishlist_add,P017,289.79,2023-06-02,20:59:00
U0301,profile_update,P010,609.84,2023-06-05,05:46:00
U0058,page_view,P013,502.91,2023-06-04,22:52:00
U0038,page_view,P020,899.79,2023-06-01,08:22:00
U0316,search,P020,1794.99,2023-06-06,13:24:00
U0273,add_to_cart,P028,639.27,2023-06-03,05:48:00
U0217,search,P017,1235.72,2023-06-06,02:29:00
U0093,page_view,P014,293.63,2023-06-02,07:29:00
U0173,search,P006,2885.37,2023-06-01,23:33:00
U0038,wishlist_add,P015,2630.61,2023-06-03,04:44:00
U0388,page_view,P024,1593.51,2023-06-05,07:02:00
U0262,login,P021,581.96,2023-06-02,17:54:00
U0037,search,P007,560.69,2023-06-04,21:20:00
U0158,logout,P015,574.2,2023-06-05,05:03:00
U0392,logout,P001,2253.07,2023-06-02,15:49:00
U0017,add_to_cart,P015,1364.06,2023-06-05,10:50:00
U0377,login,P009,1812.34,2023-06-04,19:29:00
U0082,profile_update,P016,1567.14,2023-06-05,20:57:00
U0119,login,P010,1172.38,2023-06-01,21:21:00
U0250,checkout,P001,2327.37,2023-06-02,17:46:00
U0086,checkout,P026,615.95,2023-06-05,23:13:00
U0068,login,P027,2416.71,2023-06-06,16:23:00
U0011,add_to_cart,P030,2176.33,2023-06-05,22:42:00
U0081,login,P027,1696.72,2023-06-03,23:27:00
U0133,logout,P028,1055.3,2023-06-05,05:45:00
U0184,profile_update,P017,1158.71,2023-06-04,06:48:00
U0340,login,P016,1524.34,2023-06-04,05:22:00
U0353,page_view,P008,1530.09,2023-06-05,05:31:00
U0046,logout,P013,1316.68,2023-06-03,20:07:00
U0242,wishlist_add,P027,2488.27,2023-06-05,06:13:00
U0153,login,P002,2788.94,2023-06-04,09:00:00
U0144,page_view,P025,2852.8,2023-06-04,09:45:00
U0324,page_view,P007,1502.13,2023-06-03,15:31:00
U0021,checkout,P013,1763.65,2023-06-02,07:05:00
U0233,logout,P024,1497.6,2023-06-05,01:58:00
U0215,checkout,P002,2811.96,2023-06-03,15:36:00
U0027,wishlist_add,P009,966.86,2023-06-05,05:31:00
U0191,checkout,P010,948.41,2023-06-04,02:52:00
U0156,checkout,P002,2560.3,2023-06-01,13:41:00
U0275,add_to_cart,P030,1887.99,2023-06-06,11:43:00
U0245,wishlist_add,P009,1662.6,2023-06-05,18:01:00
U0304,add_to_cart,P016,2878.34,2023-06-06,18:37:00
U0068,login,P006,615.26,2023-06-04,04:12:00
U0161,login,P014,1882.13,2023-06-03,04:36:00
U0131,page_view,P026,1415.83,2023-06-02,05:22:00
U0227,page_view,P003,2554.6,2023-06-02,06:17:00
U0370,wishlist_add,P026,330.13,2023-06-01,16:44:00
U0389,profile_update,P015,2401.07,2023-06-06,16:34:00
U0095,profile_update,P005,650.57,2023-06-03,21:09:00
U0111,page_view,P001,200.12,2023-06-06,01:21:00
U0136,logout,P018,1051.46,2023-06-02,14:59:00
U0230,page_view,P010,2276.48,2023-06-02,08:35:00
U0012,wishlist_add,P005,1934.35,2023-06-06,11:41:00
U0065,add_to_cart,P008,2632.22,2023-06-02,16:17:00
U0255,page_view,P026,309.67,2023-06-05,05:42:00
U0245,checkout,P009,2223.09,2023-06-04,14:16:00
U0390,login,P020,2021.21,2023-06-01,08:21:00
U0029,profile_update,P003,940.43,2023-06-02,13:05:00
U0001,wishlist_add,P028,960.51,2023-06-05,01:45:00
U0089,search,P026,327.12,2023-06-03,09:40:00
U0230,checkout,P015,1204.39,2023-06-04,01:25:00
U0262,login,P005,2516.73,2023-06-05,13:12:00
U0265,add_to_cart,P012,2530.51,2023-06-04,15:59:00
U0191,profile_update,P005,1417.06,2023-06-03,09:27:00
U0293,wishlist_add,P019,1781.13,2023-06-05,07:53:00
U0062,search,P022,1077.87,2023-06-05,21:06:00
U0045,wishlist_add,P014,1902.2,2023-06-04,00:08:00
U0120,add_to_cart,P007,1781.07,2023-06-06,18:27:00
U0242,profile_update,P022,256.78,2023-06-06,03:10:00
U0027,logout,P003,975.29,2023-06-03,12:04:00
U0329,profile_update,P028,1526.79,2023-06-04,08:06:00
U0146,login,P010,1136.96,2023-06-02,20:17:00
U0036,login,P026,595.49,2023-06-04,19:06:00
U0243,profile_update,P020,1202.3,2023-06-06,07:05:00
U0241,logout,P004,1014.26,2023-06-05,04:18:00
U0398,checkout,P017,1613.16,2023-06-05,01:14:00
U0377,add_to_cart,P027,1028.03,2023-06-06,17:11:00
U0346,login,P017,818.52,2023-06-04,11:29:00
U0010,login,P009,1391.61,2023-06-03,12:54:00
U0156,add_to_cart,P027,2267.56,2023-06-06,15:48:00
U0100,login,P028,2056.05,2023-06-06,02:04:00
U0122,profile_update,P027,2208.1,2023-06-05,08:35:00
U0146,login,P029,1589.38,2023-06-06,12:14:00
U0358,page_view,P012,2773.7,2023-06-03,16:20:00
U0126,add_to_cart,P001,2408.78,2023-06-06,13:26:00
U0374,add_to_cart,P014,1410.06,2023-06-04,01:16:00
U0024,logout,P011,850.03,2023-06-04,03:46:00
U0252,login,P016,2137.8,2023-06-03,19:23:00
U0332,wishlist_add,P006,1938.83,2023-06-06,15:39:00
U0147,search,P007,1275.7,2023-06-03,21:59:00
U0285,search,P021,724.18,2023-06-02,07:29:00
U0122,wishlist_add,P025,2356.49,2023-06-01,20:46:00
U0256,login,P013,2537.82,2023-06-02,01:41:00
U0159,profile_update,P027,1141.76,2023-06-05,10:10:00
U0150,wishlist_add,P010,2283.39,2023-06-03,05:19:00
U0328,logout,P012,2329.66,2023-06-01,14:56:00
U0262,page_view,P004,1787.47,2023-06-04,18:16:00
U0138,checkout,P010,330.57,2023-06-04,04:33:00
U0012,login,P020,2448.64,2023-06-01,12:21:00
U0161,profile_update,P002,2346.95,2023-06-03,22:00:00
U0356,search,P028,1199.35,2023-06-03,21:55:00
U0141,checkout,P010,1952.09,2023-06-05,11:32:00
U0350,wishlist_add,P019,777.24,2023-06-03,03:00:00
U0035,profile_update,P020,2085.12,2023-06-06,18:55:00
U0336,profile_update,P018,1389.04,2023-06-04,03:33:00
U0219,checkout,P011,808.5,2023-06-04,23:13:00
U0355,add_to_cart,P021,1704.58,2023-06-03,07:31:00
U0288,profile_update,P009,330.5,2023-06-06,05:11:00
U0271,wishlist_add,P026,2543.19,2023-06-03,15:46:00
U0082,search,P027,2922.77,2023-06-06,02:15:00
U0146,search,P023,2718.6,2023-06-02,22:16:00
U0230,add_to_cart,P021,166.11,2023-06-03,23:52:00
U0391,add_to_cart,P030,379.89,2023-06-02,08:07:00
U0307,wishlist_add,P013,1866.94,2023-06-05,14:10:00
U0161,logout,P026,2552.03,2023-06-05,05:27:00
U0203,checkout,P020,239.81,2023-06-06,15:23:00
U0337,profile_update,P013,1834.59,2023-06-01,23:30:00
U0336,login,P027,117.43,2023-06-02,16:42:00
U0038,search,P008,1533.73,2023-06-03,04:45:00
U0395,search,P026,2926.69,2023-06-05,05:49:00
U0315,login,P030,1812.95,2023-06-04,07:04:00
U0152,login,P022,839.22,2023-06-05,22:06:00
U0264,profile_update,P008,2821.74,2023-06-03,15:07:00
U0190,wishlist_add,P018,2199.55,2023-06-03,12:30:00
U0304,logout,P020,1052.48,2023-06-02,04:11:00
U0084,search,P027,152.8,2023-06-02,07:51:00
U0190,checkout,P014,2246.64,2023-06-01,11:16:00
U0034,checkout,P008,1826.62,2023-06-02,13:58:00
U0353,add_to_cart,P016,2509.99,2023-06-02,08:31:00
U0224,wishlist_add,P017,1409.74,2023-06-05,16:32:00
U0222,logout,P007,1250.08,2023-06-01,16:16:00
U0107,logout,P011,1287.35,2023-06-01,20:17:00
U0245,logout,P030,164.57,2023-06-05,02:53:00
U0160,login,P018,2277.67,2023-06-04,17:04:00
U0051,login,P009,1120.55,2023-06-05,16:06:00
U0216,wishlist_add,P018,430.27,2023-06-03,12:32:00
U0228,logout,P008,339.09,2023-06-06,17:19:00
U0112,logout,P007,1879.28,2023-06-03,09:45:00
U0006,checkout,P002,2643.34,2023-06-04,05:23:00
U0217,wishlist_add,P001,1637.76,2023-06-04,01:47:00
U0386,profile_update,P029,2051.84,2023-06-04,01:30:00
U0048,wishlist_add,P027,747.59,2023-06-02,09:24:00
U0080,wishlist_add,P020,1357.65,2023-06-01,18:33:00
U0287,profile_update,P028,1984.38,2023-06-05,21:36:00
U0399,checkout,P003,2540.19,2023-06-05,06:59:00
U0181,checkout,P020,352.05,2023-06-06,10:20:00
U0257,login,P020,2966.99,2023-06-03,03:30:00
U0233,page_view,P023,2548.34,2023-06-06,19:03:00
U0144,page_view,P004,110.74,2023-06-05,23:29:00
U0089,profile_update,P009,1252.73,2023-06-03,05:56:00
U0200,wishlist_add,P013,2481.42,2023-06-05,00:44:00
U0079,page_view,P004,980.23,2023-06-06,11:30:00
U0210,login,P006,1606.73,2023-06-03,22:06:00
U0226,profile_update,P025,1532.29,2023-06-04,01:04:00
U0379,login,P024,909.43,2023-06-04,05:33:00
U0015,search,P027,1669.03,2023-06-02,13:44:00
U0088,add_to_cart,P015,2923.74,2023-06-01,15:06:00
U0119,logout,P027,578.87,2023-06-03,16:46:00
U0024,wishlist_add,P005,2398.41,2023-06-05,17:47:00
U0113,wishlist_add,P002,1059.78,2023-06-02,23:42:00
U0330,profile_update,P018,814.85,2023-06-02,23:06:00
U0069,wishlist_add,P026,2094.06,2023-06-02,14:59:00
U0210,wishlist_add,P017,2082.56,2023-06-02,21:21:00
U0329,checkout,P008,1279.39,2023-06-03,14:53:00
U0243,profile_update,P008,2771.24,2023-06-06,05:05:00
U0157,page_view,P024,1235.21,2023-06-02,08:59:00
U0348,search,P010,2394.8,2023-06-01,21:35:00
U0170,logout,P027,1916.18,2023-06-02,15:13:00
U0309,search,P014,1170.48,2023-06-01,20:00:00
U0304,add_to_cart,P011,299.68,2023-06-04,15:58:00
U0277,wishlist_add,P004,2488.91,2023-06-04,20:50:00
U0137,checkout,P003,588.95,2023-06-02,12:44:00
U0054,logout,P021,2895.72,2023-06-05,21:57:00
U0357,login,P022,926.24,2023-06-06,02:21:00
U0082,logout,P025,106.78,2023-06-06,18:47:00
U0275,wishlist_add,P018,2666.13,2023-06-03,14:10:00
U0286,add_to_cart,P013,2409.06,2023-06-01,18:45:00
U0018,add_to_cart,P025,459.27,2023-06-01,22:38:00
U0355,page_view,P019,524.55,2023-06-05,03:35:00
U0231,add_to_cart,P029,1873.78,2023-06-03,17:49:00
U0363,login,P007,1078.25,2023-06-06,09:17:00
U0320,profile_update,P028,1444.58,2023-06-04,11:37:00
U0268,profile_update,P013,1769.27,2023-06-06,17:13:00
U0232,checkout,P012,867.43,2023-06-06,04:15:00
U0134,profile_update,P016,2453.97,2023-06-04,02:54:00
U0153,checkout,P024,2731.71,2023-06-02,23:19:00
U0250,search,P012,779.46,2023-06-04,08:30:00
U0030,page_view,P003,230.1,2023-06-06,09:21:00
U0041,add_to_cart,P030,1265.32,2023-06-02,22:24:00
U0051,profile_update,P024,1086.06,2023-06-06,02:51:00
U0240,profile_update,P017,653.28,2023-06-02,02:06:00
U0396,profile_update,P002,1820.64,2023-06-02,12:59:00
U0057,wishlist_add,P019,227.1,2023-06-04,20:57:00
U0189,checkout,P003,772.44,2023-06-06,14:36:00
U0248,checkout,P004,2808.33,2023-06-06,14:33:00
U0212,add_to_cart,P028,2994.64,2023-06-01,14:56:00
U0212,search,P026,1698.57,2023-06-03,16:01:00
U0386,wishlist_add,P015,188.75,2023-06-03,19:34:00
U0302,wishlist_add,P030,1404.35,2023-06-03,09:24:00
U0103,page_view,P001,2050.83,2023-06-06,02:39:00
U0016,page_view,P020,116.55,2023-06-04,18:20:00
U0341,logout,P022,2130.22,2023-06-06,11:49:00
U0333,logout,P013,1577.72,2023-06-01,21:00:00
U0253,checkout,P025,2271.79,2023-06-06,19:33:00
U0300,search,P012,1979.5,2023-06-02,01:50:00
U0061,logout,P001,510.05,2023-06-01,12:20:00
U0320,login,P016,1011.97,2023-06-04,03:14:00
U0114,logout,P001,2966.75,2023-06-03,00:37:00
U0144,checkout,P019,1859.75,2023-06-04,05:41:00
U0374,profile_update,P017,322.97,2023-06-02,15:49:00
U0291,add_to_cart,P016,865.82,2023-06-04,00:12:00
U0268,search,P005,2546.22,2023-06-02,19:55:00
U0249,search,P001,2958.4,2023-06-02,19:09:00
U0322,checkout,P007,2509.06,2023-06-05,10:09:00
U0338,checkout,P021,1685.89,2023-06-01,14:29:00
U0276,logout,P015,294.85,2023-06-04,16:03:00
U0277,search,P015,1153.69,2023-06-03,11:35:00
U0075,login,P015,1575.07,2023-06-06,14:40:00
U0217,search,P026,621.83,2023-06-05,11:24:00
U0074,profile_update,P020,2123.81,2023-06-01,09:21:00
U0025,logout,P005,363.1,2023-06-03,11:22:00
U0356,profile_update,P018,553.47,2023-06-03,17:34:00
U0036,page_view,P018,2628.52,2023-06-04,20:16:00
U0034,wishlist_add,P020,2584.23,2023-06-04,10:28:00
U0103,wishlist_add,P001,1761.35,2023-06-03,22:30:00
U0232,add_to_cart,P005,2324.55,2023-06-02,14:24:00
U0207,wishlist_add,P019,1727.16,2023-06-02,19:09:00
U0389,checkout,P025,348.03,2023-06-03,06:10:00
U0148,add_to_cart,P027,2737.7,2023-06-02,11:06:00
U0322,checkout,P020,1446.76,2023-06-06,17:55:00
U0110,logout,P014,2536.56,2023-06-03,20:00:00
U0087,page_view,P022,1753.13,2023-06-02,06:47:00
U0063,login,P008,1277.44,2023-06-06,19:06:00
U0278,page_view,P024,1753.74,2023-06-06,11:13:00
U0260,checkout,P012,2006.3,2023-06-06,11:00:00
U0198,page_view,P016,1649.45,2023-06-02,19:18:00
U0013,wishlist_add,P027,1376.45,2023-06-04,04:58:00
U0024,logout,P023,643.39,2023-06-03,05:30:00
U0286,wishlist_add,P007,2091.89,2023-06-06,08:00:00
U0389,add_to_cart,P003,2735.86,2023-06-04,16:48:00
U0145,profile_update,P011,928.17,2023-06-05,16:15:00
U0195,login,P027,1723.5,2023-06-05,11:32:00
U0154,checkout,P001,632.71,2023-06-03,10:12:00
U0032,page_view,P014,1507.5,2023-06-06,00:18:00
U0058,checkout,P027,1105.04,2023-06-03,23:34:00
U0203,add_to_cart,P027,2951.47,2023-06-05,22:12:00
U0011,wishlist_add,P028,1195.31,2023-06-05,20:12:00
U0167,search,P023,2975.83,2023-06-05,17:55:00
U0213,wishlist_add,P006,2353.18,2023-06-02,22:21:00
U0266,wishlist_add,P029,2377.93,2023-06-05,10:17:00
U0276,add_to_cart,P024,1271.55,2023-06-06,18:24:00
U0187,page_view,P021,2704.26,2023-06-05,12:36:00
U0340,wishlist_add,P009,979.94,2023-06-05,19:28:00
U0202,login,P003,669.72,2023-06-03,22:46:00
U0157,checkout,P002,1388.02,2023-06-05,03:37:00
U0152,login,P009,683.5,2023-06-02,17:46:00
U0042,page_view,P002,1976.65,2023-06-02,05:39:00
U0088,page_view,P003,2193.55,2023-06-05,20:24:00
U0014,checkout,P012,899.1,2023-06-06,00:19:00
U0342,logout,P029,1147.55,2023-06-05,21:53:00
U0203,wishlist_add,P027,1947.61,2023-06-04,00:56:00
U0210,page_view,P016,1079.08,2023-06-06,02:07:00
U0378,search,P018,1094.66,2023-06-03,11:13:00
U0047,wishlist_add,P026,1991.05,2023-06-02,19:30:00
U0384,profile_update,P002,2788.83,2023-06-06,00:31:00
U0176,add_to_cart,P029,2829.72,2023-06-05,16:48:00
U0395,profile_update,P024,2364.53,2023-06-02,08:13:00
U0318,page_view,P002,554.93,2023-06-05,04:23:00
U0077,logout,P005,2983.48,2023-06-01,22:13:00
U0280,wishlist_add,P006,2532.86,2023-06-06,11:54:00
U0014,page_view,P008,662.85,2023-06-05,01:52:00
U0124,checkout,P014,2809.84,2023-06-06,05:55:00
U0040,profile_update,P016,2206.66,2023-06-06,12:18:00
U0105,search,P017,1177.06,2023-06-04,17:36:00
U0249,profile_update,P014,1302.89,2023-06-03,05:40:00
U0262,search,P024,2557.14,2023-06-01,18:47:00
U0101,wishlist_add,P030,616.67,2023-06-03,05:43:00
U0372,checkout,P019,1139.19,2023-06-06,07:18:00
U0021,add_to_cart,P025,2839.55,2023-06-03,10:17:00
U0235,search,P016,1702.74,2023-06-03,22:39:00
U0289,search,P005,1669.01,2023-06-03,22:36:00
U0307,login,P001,939.81,2023-06-02,09:35:00
U0150,search,P008,470.66,2023-06-02,03:29:00
U0209,search,P030,1724.93,2023-06-06,13:11:00
U0323,logout,P001,625.98,2023-06-01,08:04:00
U0313,profile_update,P023,304.46,2023-06-03,22:35:00
U0187,profile_update,P016,1234.88,2023-06-01,11:54:00
U0117,login,P020,267.13,2023-06-05,08:10:00
U0017,profile_update,P012,1865.75,2023-06-03,05:08:00
U0010,search,P002,1254.54,2023-06-06,13:00:00
U0163,profile_update,P012,1365.47,2023-06-02,02:48:00
U0145,login,P027,932.5,2023-06-06,01:53:00
U0012,profile_update,P029,2764.26,2023-06-02,06:35:00
U0015,wishlist_add,P004,2030.24,2023-06-03,08:52:00
U0238,add_to_cart,P016,2647.73,2023-06-01,14:15:00
U0346,login,P006,1876.33,2023-06-06,08:03:00
U0098,checkout,P017,2561.65,2023-06-02,03:54:00
U0123,page_view,P027,312.86,2023-06-03,06:37:00
U0307,profile_update,P015,1664.01,2023-06-05,04:35:00
U0153,logout,P027,1727.66,2023-06-04,12:18:00
U0255,page_view,P002,1834.87,2023-06-01,17:48:00
U0039,logout,P029,1543.55,2023-06-05,19:47:00
U0019,profile_update,P029,366.25,2023-06-04,21:00:00
U0085,login,P007,609.96,2023-06-01,23:36:00
U0308,checkout,P009,2631.23,2023-06-02,05:03:00
U0400,logout,P027,895.25,2023-06-01,16:43:00
U0113,add_to_cart,P022,1614.1,2023-06-06,06:33:00
U0291,search,P011,2793.34,2023-06-03,15:58:00
U0331,add_to_cart,P017,1096.12,2023-06-04,05:07:00
U0230,login,P008,675.92,2023-06-04,06:47:00
U0292,profile_update,P028,879.06,2023-06-04,05:30:00
U0280,add_to_cart,P001,917.03,2023-06-02,18:56:00
U0250,wishlist_add,P024,2483.6,2023-06-04,00:24:00
U0357,wishlist_add,P004,945.92,2023-06-06,12:26:00
U0269,login,P013,2561.86,2023-06-04,00:36:00
U0339,add_to_cart,P006,147.36,2023-06-04,07:39:00
U0216,logout,P017,2994.01,2023-06-02,09:11:00
U0080,login,P027,1642.91,2023-06-04,16:50:00
U0388,add_to_cart,P006,1772.55,2023-06-05,11:07:00
U0384,logout,P011,1408.49,2023-06-01,14:23:00
U0282,checkout,P022,656.72,2023-06-03,16:51:00
U0246,profile_update,P003,1044.73,2023-06-05,12:06:00
U0199,page_view,P014,1513.39,2023-06-06,16:47:00
U0269,page_view,P024,1984.41,2023-06-02,13:44:00
U0396,add_to_cart,P015,1051.67,2023-06-02,03:42:00
U0045,login,P010,2850.12,2023-06-02,10:50:00
U0324,login,P028,992.72,2023-06-01,17:50:00
U0046,checkout,P019,2773.79,2023-06-03,07:55:00
U0320,page_view,P007,2722.57,2023-06-02,22:44:00
U0227,page_view,P006,1702.09,2023-06-04,07:10:00
U0307,wishlist_add,P012,2804.69,2023-06-02,22:46:00
U0336,profile_update,P023,1791.87,2023-06-05,04:11:00
U0116,add_to_cart,P009,2677.38,2023-06-02,13:27:00
U0294,login,P014,2690.08,2023-06-05,12:01:00
U0033,search,P030,2266.77,2023-06-05,06:41:00
U0206,login,P015,2772.4,2023-06-03,01:54:00
U0012,search,P027,2089.6,2023-06-05,19:14:00
U0101,search,P010,1664.42,2023-06-03,17:19:00
U0096,logout,P025,2326.66,2023-06-04,11:08:00
U0392,page_view,P018,1555.41,2023-06-01,16:28:00
U0385,page_view,P025,2763.18,2023-06-04,15:55:00
U0383,checkout,P014,238.02,2023-06-01,17:12:00
U0165,checkout,P028,125.36,2023-06-06,17:46:00
U0297,wishlist_add,P008,2533.16,2023-06-04,10:26:00
U0248,logout,P014,1498.7,2023-06-06,16:16:00
U0192,profile_update,P018,2545.69,2023-06-02,13:45:00
U0008,logout,P007,651.23,2023-06-06,17:27:00
U0161,login,P007,2716.87,2023-06-05,19:51:00
U0308,login,P006,527.89,2023-06-05,13:15:00
U0350,logout,P027,558.75,2023-06-06,14:29:00
U0081,search,P015,488.78,2023-06-04,09:06:00
U0203,logout,P023,1460.25,2023-06-04,10:28:00
U0036,add_to_cart,P010,2294.73,2023-06-02,13:56:00
U0019,checkout,P022,2149.41,2023-06-04,11:40:00
U0099,page_view,P001,1546.27,2023-06-06,18:16:00
U0075,add_to_cart,P020,885.17,2023-06-02,00:20:00
U0012,checkout,P017,2935.34,2023-06-04,21:51:00
U0335,login,P030,2720.23,2023-06-04,08:00:00
U0382,logout,P019,731.97,2023-06-05,10:15:00
U0064,profile_update,P025,2530.29,2023-06-02,02:59:00
U0007,page_view,P011,1591.4,2023-06-02,14:06:00
U0182,search,P026,318.63,2023-06-06,10:19:00
U0385,page_view,P010,471.44,2023-06-05,06:38:00
U0143,wishlist_add,P028,2592.39,2023-06-05,15:08:00
U0036,wishlist_add,P008,1920.37,2023-06-03,05:50:00
U0132,page_view,P009,1879.49,2023-06-04,18:04:00
U0124,search,P007,2374.79,2023-06-02,19:39:00
U0273,add_to_cart,P021,2111.26,2023-06-01,23:14:00
U0018,checkout,P007,1204.46,2023-06-04,20:58:00
U0029,checkout,P011,1766.85,2023-06-02,14:08:00
U0099,checkout,P011,1269.79,2023-06-01,12:38:00
U0155,page_view,P018,2352.99,2023-06-05,02:22:00
U0055,checkout,P011,349.99,2023-06-05,12:24:00
U0388,profile_update,P012,2179.23,2023-06-01,10:37:00
U0313,profile_update,P022,1288.79,2023-06-03,09:29:00
U0382,checkout,P015,2928.35,2023-06-04,16:38:00
U0123,profile_update,P013,1661.57,2023-06-04,01:08:00
U0359,wishlist_add,P018,1593.37,2023-06-02,12:27:00
U0129,profile_update,P009,2164.56,2023-06-01,12:18:00
U0293,profile_update,P013,836.74,2023-06-03,21:26:00
U0041,add_to_cart,P006,1224.35,2023-06-05,11:34:00
U0059,wishlist_add,P027,1233.09,2023-06-04,04:33:00
U0256,add_to_cart,P025,2589.5,2023-06-05,09:04:00
U0178,add_to_cart,P014,2160.46,2023-06-02,06:02:00
U0342,checkout,P013,2196.49,2023-06-03,19:44:00
U0065,wishlist_add,P028,298.22,2023-06-05,00:11:00
U0198,profile_update,P006,1175.8,2023-06-02,06:05:00
U0160,wishlist_add,P006,2471.81,2023-06-02,09:55:00
U0023,logout,P012,1429.68,2023-06-06,08:50:00
U0201,search,P002,1709.63,2023-06-02,17:29:00
U0104,page_view,P008,1429.51,2023-06-04,15:28:00
U0115,add_to_cart,P005,2361.07,2023-06-05,04:21:00
U0078,add_to_cart,P011,2743.28,2023-06-03,17:13:00
U0268,search,P011,1740.79,2023-06-05,16:34:00
U0152,page_view,P027,1227.04,2023-06-03,00:23:00
U0365,wishlist_add,P019,1732.38,2023-06-02,10:14:00
U0050,login,P011,220.81,2023-06-01,13:47:00
