user_id,event_type,event_time,product_id,amount,event_date,hour,day_of_week
U0161,login,2023-06-03 04:36:00,P014,1882.13,2023-06-03,4,Saturday
U0131,page_view,2023-06-02 05:22:00,P026,1415.83,2023-06-02,5,Friday
U0227,page_view,2023-06-02 06:17:00,P003,2554.6,2023-06-02,6,Friday
U0045,logout,2023-06-04 18:29:00,P007,0.0,2023-06-04,18,Sunday
U0243,checkout,2023-06-02 11:22:00,P022,306.2,2023-06-02,11,Friday
U0370,wishlist_add,2023-06-01 16:44:00,P026,330.13,2023-06-01,16,Thursday
U0389,profile_update,2023-06-06 16:34:00,P015,2401.07,2023-06-06,16,Tuesday
U0095,profile_update,2023-06-03 21:09:00,P005,650.57,2023-06-03,21,Saturday
U0111,page_view,2023-06-06 01:21:00,P001,200.12,2023-06-06,1,Tuesday
U0389,checkout,2023-06-04 12:50:00,P011,306.2,2023-06-04,12,Sunday
U0235,search,2023-06-03 12:09:00,P018,0.0,2023-06-03,12,Saturday
U0037,add_to_cart,2023-06-06 14:04:00,P020,0.0,2023-06-06,14,Tuesday
U0136,logout,2023-06-02 14:59:00,P018,1051.46,2023-06-02,14,Friday
U0230,page_view,2023-06-02 08:35:00,P010,2276.48,2023-06-02,8,Friday
U0012,wishlist_add,2023-06-06 11:41:00,P005,1934.35,2023-06-06,11,Tuesday
U0172,wishlist_add,2023-06-05 04:21:00,P024,0.0,2023-06-05,4,Monday
U0382,login,2023-06-05 02:13:00,P022,0.0,2023-06-05,2,Monday
U0065,add_to_cart,2023-06-02 16:17:00,P008,2632.22,2023-06-02,16,Friday
U0282,search,2023-06-03 11:48:00,P028,0.0,2023-06-03,11,Saturday
U0255,page_view,2023-06-05 05:42:00,P026,309.67,2023-06-05,5,Monday
U0245,checkout,2023-06-04 14:16:00,P009,2223.09,2023-06-04,14,Sunday
U0390,login,2023-06-01 08:21:00,P020,2021.21,2023-06-01,8,Thursday
U0029,profile_update,2023-06-02 13:05:00,P003,940.43,2023-06-02,13,Friday
U0001,wishlist_add,2023-06-05 01:45:00,P028,960.51,2023-06-05,1,Monday
U0089,search,2023-06-03 09:40:00,P026,327.12,2023-06-03,9,Saturday
U0230,checkout,2023-06-04 01:25:00,P015,1204.39,2023-06-04,1,Sunday
U0339,login,2023-06-04 04:41:00,P012,0.0,2023-06-04,4,Sunday
U0262,login,2023-06-05 13:12:00,P005,2516.73,2023-06-05,13,Monday
U0265,add_to_cart,2023-06-04 15:59:00,P012,2530.51,2023-06-04,15,Sunday
U0191,profile_update,2023-06-03 09:27:00,P005,1417.06,2023-06-03,9,Saturday
U0241,checkout,2023-06-02 20:12:00,P010,306.2,2023-06-02,20,Friday
U0293,wishlist_add,2023-06-05 07:53:00,P019,1781.13,2023-06-05,7,Monday
U0062,search,2023-06-05 21:06:00,P022,1077.87,2023-06-05,21,Monday
U0045,wishlist_add,2023-06-04 00:08:00,P014,1902.2,2023-06-04,0,Sunday
U0120,add_to_cart,2023-06-06 18:27:00,P007,1781.07,2023-06-06,18,Tuesday
U0362,checkout,2023-06-03 15:26:00,P012,306.2,2023-06-03,15,Saturday
U0040,login,2023-06-02 19:46:00,P017,0.0,2023-06-02,19,Friday
U0242,profile_update,2023-06-06 03:10:00,P022,256.78,2023-06-06,3,Tuesday
U0366,add_to_cart,2023-06-06 01:45:00,P029,0.0,2023-06-06,1,Tuesday
U0027,logout,2023-06-03 12:04:00,P003,975.29,2023-06-03,12,Saturday
U0350,add_to_cart,2023-06-03 07:28:00,P002,0.0,2023-06-03,7,Saturday
U0073,wishlist_add,2023-06-04 08:34:00,P026,0.0,2023-06-04,8,Sunday
U0039,search,2023-06-05 16:48:00,P003,0.0,2023-06-05,16,Monday
U0329,profile_update,2023-06-04 08:06:00,P028,1526.79,2023-06-04,8,Sunday
U0208,wishlist_add,2023-06-04 22:00:00,P011,0.0,2023-06-04,22,Sunday
U0272,logout,2023-06-06 02:37:00,P006,0.0,2023-06-06,2,Tuesday
U0262,checkout,2023-06-05 20:01:00,P025,306.2,2023-06-05,20,Monday
U0285,login,2023-06-05 14:27:00,P014,0.0,2023-06-05,14,Monday
U0146,login,2023-06-02 20:17:00,P010,1136.96,2023-06-02,20,Friday
U0266,login,2023-06-01 11:23:00,P005,0.0,2023-06-01,11,Thursday
U0324,profile_update,2023-06-03 07:55:00,P020,0.0,2023-06-03,7,Saturday
U0036,login,2023-06-04 19:06:00,P026,595.49,2023-06-04,19,Sunday
U0243,profile_update,2023-06-06 07:05:00,P020,1202.3,2023-06-06,7,Tuesday
U0241,logout,2023-06-05 04:18:00,P004,1014.26,2023-06-05,4,Monday
U0227,login,2023-06-06 01:25:00,P024,0.0,2023-06-06,1,Tuesday
U0398,checkout,2023-06-05 01:14:00,P017,1613.16,2023-06-05,1,Monday
U0377,add_to_cart,2023-06-06 17:11:00,P027,1028.03,2023-06-06,17,Tuesday
U0346,login,2023-06-04 11:29:00,P017,818.52,2023-06-04,11,Sunday
U0388,checkout,2023-06-02 20:05:00,P009,306.2,2023-06-02,20,Friday
U0129,checkout,2023-06-02 17:38:00,P010,306.2,2023-06-02,17,Friday
U0147,search,2023-06-03 02:25:00,P022,0.0,2023-06-03,2,Saturday
U0010,login,2023-06-03 12:54:00,P009,1391.61,2023-06-03,12,Saturday
U0156,add_to_cart,2023-06-06 15:48:00,P027,2267.56,2023-06-06,15,Tuesday
U0100,login,2023-06-06 02:04:00,P028,2056.05,2023-06-06,2,Tuesday
